"","p_distribution"
"7120",30.353
"7121",28.193
"7122",28.884
"7123",29.841
"7124",29.177
"7125",25.649
"7126",31.703
"7127",29.129
"7128",30.504
"7129",28.753
"7130",29.401
"7131",25.982
"7132",25.99
"7133",25.401
"7134",29.79
"7135",32.403
"7136",27.781
"7137",26.355
"7138",32.422
"7139",26.204
"7140",27.327
"7141",28.078
"7142",29.135
"7143",31.075
"7144",26.034
"7145",27.769
"7146",28.869
"7147",24.503
"7148",23.451
"7149",24.362
"7150",26.901
"7151",28.537
"7152",25.92
"7153",24.929
"7154",28.758
"7155",36.289
"7156",26.763
"7157",29.753
"7158",25.904
"7159",31.813
"7160",30.811
"7161",27.496
"7162",26.014
"7163",29.95
"7164",27.659
"7165",23.844
"7166",26.914
"7167",35.113
"7168",26.275
"7169",27.877
"7170",29.87
"7171",26.757
"7172",31.773
"7173",29.449
"7174",28.953
"7175",27.02
"7176",30.308
"7177",27.848
"7178",25.37
"7179",25.76
"7180",27.286
"7181",25.094
"7182",23.536
"7183",21.886
"7184",24.886
"7185",25.503
"7186",29.541
"7187",27.184
"7188",27.376
"7189",29.949
"7190",26.265
"7191",28.732
"7192",28.578
"7193",27.598
"7194",28.177
"7195",28.121
"7196",31.544
"7197",29.248
"7198",24.315
"7199",28.817
"7200",30.573
"7201",28.746
"7202",30.248
"7203",26.621
"7204",31.339
"7205",27.018
"7206",23.404
"7207",25.124
"7208",28.699
"7209",29.544
"7210",27.045
"7211",27.106
"7212",30.714
"7213",28.335
"7214",26.786
"7215",31.304
"7216",25.26
"7217",22.225
"7218",31.229
"7219",29.693
"7220",29.228
"7221",29.444
"7222",30.833
"7223",29.459
"7224",29.699
"7225",28.454
"7226",27.991
"7227",30.034
"7228",29.918
"7229",28.251
"7230",29.257
"7231",27.141
"7232",30.023
"7233",30.067
"7234",29.074
"7235",29.992
"7236",29.022
"7237",26.526
"7238",30.871
"7239",28.743
"7240",32.136
"7241",21.779
"7242",26.965
"7243",26.054
"7244",30.281
"7245",24.288
"7246",29.372
"7247",25.318
"7248",25.835
"7249",29.994
"7250",28.204
"7251",31.771
"7252",29.917
"7253",29.531
"7254",28.699
"7255",29.296
"7256",28.672
"7257",26.915
"7258",26.565
"7259",24.895
"7260",29.814
"7261",25.9
"7262",25.549
"7263",32.419
"7264",27.627
"7265",29.834
"7266",27.336
"7267",30.543
"7268",28.122
"7269",29.351
"7270",29.137
"7271",27.079
"7272",31.516
"7273",29.375
"7274",28.374
"7275",29.828
"7276",31.582
"7277",31.076
"7278",30.487
"7279",30.462
"7280",28.481
"7281",30.296
"7282",30.694
"7283",25.812
"7284",29.251
"7285",26.746
"7286",32.194
"7287",29.871
"7288",27.747
"7289",25.622
"7290",26.039
"7291",27.833
"7292",22.667
"7293",24.093
"7294",32.865
"7295",27.57
"7296",26.31
"7297",24.588
"7298",27.082
"7299",29.787
"7300",30.455
"7301",29.989
"7302",26.475
"7303",28.76
"7304",29.544
"7305",26.635
"7306",24.371
"7307",28.494
"7308",28.038
"7309",28.627
"7310",30.284
"7311",27.255
"7312",29.747
"7313",24.689
"7314",25.027
"7315",29.326
"7316",26.266
"7317",28.449
"7318",26.583
"7319",28.541
"7320",25.314
"7321",28.799
"7322",23.05
"7323",28.527
"7324",31.91
"7325",31.249
"7326",28.787
"7327",23.883
"7328",29.88
"7329",30.803
"7330",30.326
"7331",25.84
"7332",25.127
"7333",29.627
"7334",28.374
"7335",28.127
"7336",30.505
"7337",29.688
"7338",30.106
"7339",26.494
"7340",23.581
"7341",26.184
"7342",30.613
"7343",30.652
"7344",29.836
"7345",30.747
"7346",29.146
"7347",25.926
"7348",28.454
"7349",27.806
"7350",30.066
"7351",28.426
"7352",28.053
"7353",27.197
"7354",26.805
"7355",26.019
"7356",29.285
"7357",24.82
"7358",28.295
"7359",27.856
"7360",29.971
"7361",28.226
"7362",30.143
"7363",29.694
"7364",26.315
"7365",28.118
"7366",31.899
"7367",28.923
"7368",24.417
"7369",24.319
"7370",27.927
"7371",28.772
"7372",28.89
"7373",33.477
"7374",29.209
"7375",27.096
"7376",29.769
"7377",26.796
"7378",26.862
"7379",26.644
"7380",24.787
"7381",28.117
"7382",29.749
"7383",24.491
"7384",31.348
"7385",27.801
"7386",26.711
"7387",25.577
"7388",28.33
"7389",25.928
"7390",27.697
"7391",27.412
"7392",25.382
"7393",26.724
"7394",28.704
"7395",30.004
"7396",27.017
"7397",26.55
"7398",28.159
"7399",25.223
"7400",29.136
"7401",29.585
"7402",28.529
"7403",28.185
"7404",27.833
"7405",31.389
"7406",30.603
"7407",27.809
"7408",30.548
"7409",27.421
"7410",28.817
"7411",25.702
"7412",21.322
"7413",27.406
"7414",31.094
"7415",30.015
"7416",31.257
"7417",30.172
"7418",30.265
"7419",30.553
"7420",26.448
"7421",31.02
"7422",28.15
"7423",29.462
"7424",29.9
"7425",24.756
"7426",25.304
"7427",28.699
"7428",28.677
"7429",25.183
"7430",25.498
"7431",28.85
"7432",24.204
"7433",29.545
"7434",26.555
"7435",29.763
"7436",23.151
"7437",27.08
"7438",29.037
"7439",26.933
"7440",26.916
"7441",30.273
"7442",30.351
"7443",30.782
"7444",29.434
"7445",28.349
"7446",29.519
"7447",22.327
"7448",25.029
"7449",27.022
"7450",30.618
"7451",30.61
"7452",26.034
"7453",32.564
"7454",28.675
"7455",25.486
"7456",29.262
"7457",29.291
"7458",26.547
"7459",27.751
"7460",29.295
"7461",24.77
"7462",28.831
"7463",25.814
"7464",23.993
"7465",26.729
"7466",22.921
"7467",32.015
"7468",28.071
"7469",27.759
"7470",25.931
"7471",26.609
"7472",34.54
"7473",26.852
"7474",28.89
"7475",30.13
"7476",31.954
"7477",30.166
"7478",19.438
"7479",27.557
"7480",28.412
"7481",27.801
"7482",23.987
"7483",31.023
"7484",27.508
"7485",25.773
"7486",29.963
"7487",30.236
"7488",30.889
"7489",29.486
"7490",31.182
"7491",31.238
"7492",26.621
"7493",31.348
"7494",27.197
"7495",26.192
"7496",29.975
"7497",29.927
"7498",30.546
"7499",27.886
"7500",26.752
"7501",29.449
"7502",26.882
"7503",28.149
"7504",28.114
"7505",27.595
"7506",27.593
"7507",30.522
"7508",28.793
"7509",26.666
"7510",27.904
"7511",31.43
"7512",28.756
"7513",27.496
"7514",28.561
"7515",30.596
"7516",29.551
"7517",27.636
"7518",25.439
"7519",30.44
"7520",29.117
"7521",28.175
"7522",30.296
"7523",24.638
"7524",31.151
"7525",26.902
"7526",31.265
"7527",23.274
"7528",28.17
"7529",26.647
"7530",26.895
"7531",26.225
"7532",27.861
"7533",29.783
"7534",27.169
"7535",29.032
"7536",32.449
"7537",31.353
"7538",25.07
"7539",29.268
"7540",26.949
"7541",27.822
"7542",29.132
"7543",31.268
"7544",31.505
"7545",28.434
"7546",28.104
"7547",31.343
"7548",25.614
"7549",27.195
"7550",27.866
"7551",30.778
"7552",25.677
"7553",28.596
"7554",26.876
"7555",31.802
"7556",24.744
"7557",27.431
"7558",29.397
"7559",29.55
"7560",23.346
"7561",27.42
"7562",30.06
"7563",27.481
"7564",25.558
"7565",26.841
"7566",27.216
"7567",27.306
"7568",26.663
"7569",29.551
"7570",29.157
"7571",27.026
"7572",28.082
"7573",28.849
"7574",32.157
"7575",28.041
"7576",26.314
"7577",27.845
"7578",23.325
"7579",29.004
"7580",28.28
"7581",29.6
"7582",29.52
"7583",27.803
"7584",27.938
"7585",25.997
"7586",28.101
"7587",28.194
"7588",29.701
"7589",22.997
"7590",25.88
"7591",27.69
"7592",28.844
"7593",26.236
"7594",28.094
"7595",29.528
"7596",29.145
"7597",27.848
"7598",26.882
"7599",30.453
"7600",23.416
"7601",25.433
"7602",31.736
"7603",30.158
"7604",29.437
"7605",21.957
"7606",28.229
"7607",30.414
"7608",27.318
"7609",33.856
"7610",25.692
"7611",28.334
"7612",28.116
"7613",30.063
"7614",31.905
"7615",27.014
"7616",29.597
"7617",25.642
"7618",28.904
"7619",27.047
"7620",28.197
"7621",27.931
"7622",24.43
"7623",27.116
"7624",26.05
"7625",24.709
"7626",26.447
"7627",25.589
"7628",27.092
"7629",24.55
"7630",31.286
"7631",30.761
"7632",26.908
"7633",26.88
"7634",27.686
"7635",28.828
"7636",29.867
"7637",28.484
"7638",26.058
"7639",26.116
"7640",31.287
"7641",23.108
"7642",29.102
"7643",28.954
"7644",26.546
"7645",26.624
"7646",30.443
"7647",27.572
"7648",31.135
"7649",29.586
"7650",24.743
"7651",30.722
"7652",24.696
"7653",26.977
"7654",26.629
"7655",25.63
"7656",30.127
"7657",31.548
"7658",30.88
"7659",30.031
"7660",25.637
"7661",24.482
"7662",27.955
"7663",29.057
"7664",26.976
"7665",25.213
"7666",30.639
"7667",28.004
"7668",29.229
"7669",29.937
"7670",29.218
"7671",30.922
"7672",24.442
"7673",27.023
"7674",30.123
"7675",25.393
"7676",27.28
"7677",25.35
"7678",25.338
"7679",31.985
"7680",18.878
"7681",25.471
"7682",27.198
"7683",27.98
"7684",26.481
"7685",29.338
"7686",31.138
"7687",31.869
"7688",21.334
"7689",27.533
"7690",28.725
"7691",29.56
"7692",24.397
"7693",26.31
"7694",32.377
"7695",31.686
"7696",24.414
"7697",28.493
"7698",26.425
"7699",26.424
"7700",28.427
"7701",28.981
"7702",28.056
"7703",31.44
"7704",30.054
"7705",27.476
"7706",25.374
"7707",30.811
"7708",25.538
"7709",26.803
"7710",24.459
"7711",30.318
"7712",27.545
"7713",32.656
"7714",30.092
"7715",23.327
"7716",30.274
"7717",27.027
"7718",31.486
"7719",29.588
"7720",27.497
"7721",27.154
"7722",28.117
"7723",30.498
"7724",29.436
"7725",26.429
"7726",28.887
"7727",27.715
"7728",29.226
"7729",26.028
"7730",29.652
"7731",29.094
"7732",26.067
"7733",30.258
"7734",32.205
"7735",28.034
"7736",30.462
"7737",29.396
"7738",27.938
"7739",22.651
"7740",28.866
"7741",30.91
"7742",24.18
"7743",31.8
"7744",23.523
"7745",31.65
"7746",30.917
"7747",26.575
"7748",31.317
"7749",25.928
"7750",28.962
"7751",30.097
"7752",29.754
"7753",29.63
"7754",33.213
"7755",29.482
"7756",29.469
"7757",25.258
"7758",26.933
"7759",26.522
"7760",26.74
"7761",29.453
"7762",26.473
"7763",28.028
"7764",26.44
"7765",26.384
"7766",25.873
"7767",24.092
"7768",32.69
"7769",29.115
"7770",26.485
"7771",26.165
"7772",26.944
"7773",25.862
"7774",30.714
"7775",23.028
"7776",28.136
"7777",27.973
"7778",24.704
"7779",28.261
"7780",30.498
"7781",30.732
"7782",30.308
"7783",27.489
"7784",24.245
"7785",26.849
"7786",24.79
"7787",28.163
"7788",25.866
"7789",30.399
"7790",32.853
"7791",28.454
"7792",30.341
"7793",30.711
"7794",29.451
"7795",30.73
"7796",30.848
"7797",28.616
"7798",29.885
"7799",30.132
"7800",26.82
"7801",27.661
"7802",29.693
"7803",28.63
"7804",22.776
"7805",29.952
"7806",24.896
"7807",26.888
"7808",28.658
"7809",28.363
"7810",26.82
"7811",28.467
"7812",29.082
"7813",26.618
"7814",26.829
"7815",31.247
"7816",28.347
"7817",27.493
"7818",25.887
"7819",29.195
"7820",24.665
"7821",25.996
"7822",28.441
"7823",30.376
"7824",26.662
"7825",29.818
"7826",29.761
"7827",30.463
"7828",24.598
"7829",30.209
"7830",27.205
"7831",21.346
"7832",26.275
"7833",25.793
"7834",30.007
"7835",26.429
"7836",28.448
"7837",27.314
"7838",25.206
"7839",23.94
"7840",23.922
"7841",26.76
"7842",24.58
"7843",29.55
"7844",29.266
"7845",28.717
"7846",29.944
"7847",26.255
"7848",26.55
"7849",28.864
"7850",26.839
"7851",22.166
"7852",32.146
"7853",26.585
"7854",26.747
"7855",32.149
"7856",31.289
"7857",31.428
"7858",28.28
"7859",29.23
"7860",26.707
"7861",24.388
"7862",27.58
"7863",26.847
"7864",28.05
"7865",24.927
"7866",28.656
"7867",27.523
"7868",25.217
"7869",30.709
"7870",26.62
"7871",30.57
"7872",27.711
"7873",26.049
"7874",26.882
"7875",32.773
"7876",31.427
"7877",28.013
"7878",28.3
"7879",29.824
"7880",27.623
"7881",24.416
"7882",29.382
"7883",29.585
"7884",26.897
"7885",26.93
"7886",29.194
"7887",26.242
"7888",28.638
"7889",26.743
"7890",26.476
"7891",29.624
"7892",28.766
"7893",26.51
"7894",24.339
"7895",24.576
"7896",27.01
"7897",31.121
"7898",31.14
"7899",29.149
"7900",30.017
"7901",26.371
"7902",25.48
"7903",26.929
"7904",29.145
"7905",29.08
"7906",30.966
"7907",29.632
"7908",29.723
"7909",25.486
"7910",29.259
"7911",28.893
"7912",28.602
"7913",27.901
"7914",25.07
"7915",26.493
"7916",29.014
"7917",28.238
"7918",28.934
"7919",24.414
"7920",29.856
"7921",26.315
"7922",23.223
"7923",27.503
"7924",28.941
"7925",25.977
"7926",27.39
"7927",29.866
"7928",28.164
"7929",30.585
"7930",28.227
"7931",28.71
"7932",28.115
"7933",23.42
"7934",23.094
"7935",30.745
"7936",29.914
"7937",29.206
"7938",28.902
"7939",23.456
"7940",29.724
"7941",30.607
"7942",30.928
"7943",29.345
"7944",29.462
"7945",29.16
"7946",29.454
"7947",31.927
"7948",27.781
"7949",21.593
"7950",26.396
"7951",28.49
"7952",25.821
"7953",31.618
"7954",27.738
"7955",29.687
"7956",27.786
"7957",29.255
"7958",26.233
"7959",27.128
"7960",27.975
"7961",28.434
"7962",29.599
"7963",24.805
"7964",28.295
"7965",24.766
"7966",22.976
"7967",25.344
"7968",28.927
"7969",31.438
"7970",29.175
"7971",27.935
"7972",29.572
"7973",27.628
"7974",26.882
"7975",29.657
"7976",29.831
"7977",27.397
"7978",28.713
"7979",29.444
"7980",24.275
"7981",26.62
"7982",31.463
"7983",26.614
"7984",31.257
"7985",28.845
"7986",26.987
"7987",33.496
"7988",31.128
"7989",28.872
"7990",28.895
"7991",29.827
"7992",29.427
"7993",24.46
"7994",31.074
"7995",29.472
"7996",26.61
"7997",30.19
"7998",27.631
"7999",32.145
"8000",29.216
"8001",28.735
"8002",25.636
"8003",27.253
"8004",25.598
"8005",26.057
"8006",27.39
"8007",26.019
"8008",25.714
"8009",26.945
"8010",28.409
"8011",27.733
"8012",29.31
"8013",26.561
"8014",24.019
"8015",29.851
"8016",32.563
"8017",24.788
"8018",30.266
"8019",31.153
"8020",26.969
"8021",31.6
"8022",25.441
"8023",28.533
"8024",25.182
"8025",29.114
"8026",29.442
"8027",31.005
"8028",30.514
"8029",29.207
"8030",30.171
"8031",33.938
"8032",28.188
"8033",30.419
"8034",29.232
"8035",28.38
"8036",28.121
"8037",30.478
"8038",32.927
"8039",27.84
"8040",30.264
"8041",28.102
"8042",32.556
"8043",26.823
"8044",24.588
"8045",27.776
"8046",27.057
"8047",30.419
"8048",27.366
"8049",28.13
"8050",25.493
"8051",25.384
"8052",27.975
"8053",29.87
"8054",30.798
"8055",27.161
"8056",27.858
"8057",29.439
"8058",27.087
"8059",26.568
"8060",29.43
"8061",26.125
"8062",29.459
"8063",30.226
"8064",25.741
"8065",30.748
"8066",27.803
"8067",26.16
"8068",27.436
"8069",29.551
"8070",25.818
"8071",28.212
"8072",27.674
"8073",32.14
"8074",29.618
"8075",28.781
"8076",27.265
"8077",27.848
"8078",28.158
"8079",28.945
"8080",28.919
"8081",30.421
"8082",29.763
"8083",28.997
"8084",34.472
"8085",29.098
"8086",23.1
"8087",28.462
"8088",28.49
"8089",30.796
"8090",29.106
"8091",31.055
"8092",29.383
"8093",28.733
"8094",24.723
"8095",24.455
"8096",27.028
"8097",30.944
"8098",27.599
"8099",22.699
"8100",26.024
"8101",26.731
"8102",26.74
"8103",28.663
"8104",28.99
"8105",25.24
"8106",28.946
"8107",26.845
"8108",30.254
"8109",28.934
"8110",32.191
"8111",30.909
"8112",31.274
"8113",30.467
"8114",25.619
"8115",24.539
"8116",28.338
"8117",25.047
"8118",30.927
"8119",26.378
"8120",28.404
"8121",27.636
"8122",29.962
"8123",25.733
"8124",29.402
"8125",28.642
"8126",31.239
"8127",26.436
"8128",28.636
"8129",29.598
"8130",25.878
"8131",28.219
"8132",28.315
"8133",28.668
"8134",25.695
"8135",27.715
"8136",28.051
"8137",28.178
"8138",29.16
"8139",22.656
"8140",31.834
"8141",24.991
"8142",28.68
"8143",30.083
"8144",28.132
"8145",30.453
"8146",29.37
"8147",26.801
"8148",28.023
"8149",28.207
"8150",24.479
"8151",31.458
"8152",26.748
"8153",28.145
"8154",28.338
"8155",27.776
"8156",24.585
"8157",27.566
"8158",28.561
"8159",26.921
"8160",24.225
"8161",27.146
"8162",26.896
"8163",29.884
"8164",28.555
"8165",29.41
"8166",28.057
"8167",29.78
"8168",28.035
"8169",32.966
"8170",27.487
"8171",28.66
"8172",27.909
"8173",23.676
"8174",22.248
"8175",29.776
"8176",28.535
"8177",26.84
"8178",28.487
"8179",28.391
"8180",27.564
"8181",28.68
"8182",22.394
"8183",27.785
"8184",23.422
"8185",30.018
"8186",24.028
"8187",27.936
"8188",29.223
"8189",30.077
"8190",26.017
"8191",31.408
"8192",30.883
"8193",29.859
"8194",29.647
"8195",30.256
"8196",28.856
"8197",27.994
"8198",27.136
"8199",29.201
"8200",31.816
"8201",23.878
"8202",27.194
"8203",27.321
"8204",27.939
"8205",26.081
"8206",30.911
"8207",28.475
"8208",30.093
"8209",27.438
"8210",30.569
"8211",27.239
"8212",28.524
"8213",24.883
"8214",30.039
"8215",25.772
"8216",26.927
"8217",26.71
"8218",28.753
"8219",28.189
"8220",28.447
"8221",29.045
"8222",26.625
"8223",31.348
"8224",28.632
"8225",28.906
"8226",27.239
"8227",29.548
"8228",28.154
"8229",29.264
"8230",30.439
"8231",31.294
"8232",28.599
"8233",29.394
"8234",28.309
"8235",28.175
"8236",26.616
"8237",26.678
"8238",28.511
"8239",25.165
"8240",30.042
"8241",29.239
"8242",26.548
"8243",29.278
"8244",26.729
"8245",27.635
"8246",27.408
"8247",29.474
"8248",27.034
"8249",27.516
"8250",23.614
"8251",28.879
"8252",26.848
"8253",29.477
"8254",29.737
"8255",27.429
"8256",31.123
"8257",25.946
"8258",28.835
"8259",24.666
"8260",29.488
"8261",24.567
"8262",32.995
"8263",29.345
"8264",28.466
"8265",29.863
"8266",30.063
"8267",28.305
"8268",29.136
"8269",28.091
"8270",30.084
"8271",28.181
"8272",27.748
"8273",30.151
"8274",30.082
"8275",30.825
"8276",30.723
"8277",35.232
"8278",29.752
"8279",28.865
"8280",28.122
"8281",32.63
"8282",25.994
"8283",26.373
"8284",28.351
"8285",26.913
"8286",27.589
"8287",28.785
"8288",28.411
"8289",26.649
"8290",29.157
"8291",27.247
"8292",28.321
"8293",27.749
"8294",27.951
"8295",31.252
"8296",29.874
"8297",27.782
"8298",24.794
"8299",27.536
"8300",29.314
"8301",26.642
"8302",28.198
"8303",26.423
"8304",27.022
"8305",25.96
"8306",29.614
"8307",26.245
"8308",25.662
"8309",27.319
"8310",28.271
"8311",29.095
"8312",28.375
"8313",29.426
"8314",27.473
"8315",28.149
"8316",28.89
"8317",26.444
"8318",30.227
"8319",31.814
"8320",28.696
"8321",28.417
"8322",30.353
"8323",29.995
"8324",30.679
"8325",29.017
"8326",29.405
"8327",28.824
"8328",25.747
"8329",28.498
"8330",23.001
"8331",27.733
"8332",28.509
"8333",29.857
"8334",31.394
"8335",27.922
"8336",22.968
"8337",30.11
"8338",29.635
"8339",27.057
"8340",27.655
"8341",23.562
"8342",30.254
"8343",25.535
"8344",29.662
"8345",23.285
"8346",30.908
"8347",28.893
"8348",30.887
"8349",30.663
"8350",28.48
"8351",27.51
"8352",27.944
"8353",26.37
"8354",31.564
"8355",27.362
"8356",31.047
"8357",27.595
"8358",31.249
"8359",22.459
"8360",30.198
"8361",30.024
"8362",28.893
"8363",28.618
"8364",31.861
"8365",27.278
"8366",27.017
"8367",26.076
"8368",31.484
"8369",27.437
"8370",31.568
"8371",24.806
"8372",26.629
"8373",29.265
"8374",27.596
"8375",26.397
"8376",24.209
"8377",27.717
"8378",25.253
"8379",22.908
"8380",26.523
"8381",30.571
"8382",27.019
"8383",27.661
"8384",25.683
"8385",28.5
"8386",24.34
"8387",25.768
"8388",26.371
"8389",29.859
"8390",25.907
"8391",28.65
"8392",29.129
"8393",32.773
"8394",28.343
"8395",24.559
"8396",26.75
"8397",29.419
"8398",23.873
"8399",26.298
"8400",29.215
"8401",29.967
"8402",27.748
"8403",29.737
"8404",28.349
"8405",28.79
"8406",26.09
"8407",27.384
"8408",29.601
"8409",28.422
"8410",29.291
"8411",26.699
"8412",26.806
"8413",27.354
"8414",27.993
"8415",26.225
"8416",27.193
"8417",26.537
"8418",30.046
"8419",28.073
"8420",25.183
"8421",25.553
"8422",27.16
"8423",28.779
"8424",28.807
"8425",30.307
"8426",31.65
"8427",27.875
"8428",28.387
"8429",26.266
"8430",27.446
"8431",30.634
"8432",28.062
"8433",27.276
"8434",29.04
"8435",23.67
"8436",27.066
"8437",29.571
"8438",29.138
"8439",28.777
"8440",29.831
"8441",28.376
"8442",28.881
"8443",25.88
"8444",25.917
"8445",28.137
"8446",24.687
"8447",26.15
"8448",31.402
"8449",30.233
"8450",26.642
"8451",26.847
"8452",28.316
"8453",30.481
"8454",30.187
"8455",28.911
"8456",26.042
"8457",28.322
"8458",27.013
"8459",31.696
"8460",30.445
"8461",28.282
"8462",27.465
"8463",26.351
"8464",28.679
"8465",25.859
"8466",31.069
"8467",28.215
"8468",28.82
"8469",30.209
"8470",26.895
"8471",26.858
"8472",29.305
"8473",31.405
"8474",27.724
"8475",29.278
"8476",34.249
"8477",27.414
"8478",29.286
"8479",29.611
"8480",26.129
"8481",24.949
"8482",29.922
"8483",27.495
"8484",25.873
"8485",29.294
"8486",28.521
"8487",29.002
"8488",31.115
"8489",30.47
"8490",30.008
"8491",28.272
"8492",29.062
"8493",27.538
"8494",26.655
"8495",25.496
"8496",25.501
"8497",28.917
"8498",26.275
"8499",29.996
"8500",27.145
"8501",26.896
"8502",29.664
"8503",26.639
"8504",23.492
"8505",29.876
"8506",30.25
"8507",30.617
"8508",28.132
"8509",32.645
"8510",26.306
"8511",26.664
"8512",28.888
"8513",29.646
"8514",27.545
"8515",32.7
"8516",30.928
"8517",30.226
"8518",25.511
"8519",31.02
"8520",28.011
"8521",28.712
"8522",29.184
"8523",29.466
"8524",28.598
"8525",28.365
"8526",24.984
"8527",27.554
"8528",28.804
"8529",27.468
"8530",28.404
"8531",27.296
"8532",29.971
"8533",26.142
"8534",25.739
"8535",28.37
"8536",24.741
"8537",28.789
"8538",27.399
"8539",29.798
"8540",26.915
"8541",28.975
"8542",28.579
"8543",34.511
"8544",28.214
"8545",30.132
"8546",26.009
"8547",28.203
"8548",28.315
"8549",26.174
"8550",28.425
"8551",27.985
"8552",29.045
"8553",25.321
"8554",29.511
"8555",28.671
"8556",29.385
"8557",28.435
"8558",26.192
"8559",27.492
"8560",29.954
"8561",30.111
"8562",26.998
"8563",31.276
"8564",28.115
"8565",31.155
"8566",27.269
"8567",27.981
"8568",28.03
"8569",31.959
"8570",25.673
"8571",32.33
"8572",26.582
"8573",25.99
"8574",31.21
"8575",28.26
"8576",24.779
"8577",27.923
"8578",26.743
"8579",28.13
"8580",29.79
"8581",24.321
"8582",27.043
"8583",26.936
"8584",27.681
"8585",28.969
"8586",31.199
"8587",28.33
"8588",23.242
"8589",24.76
"8590",27.769
"8591",28.639
"8592",24.204
"8593",28.072
"8594",31.255
"8595",30.286
"8596",28.111
"8597",27.626
"8598",31.463
"8599",29.245
"8600",27.98
"8601",26.232
"8602",31.009
"8603",30.364
"8604",24.714
"8605",25.638
"8606",26.513
"8607",23.746
"8608",27
"8609",29.348
"8610",27.014
"8611",31.26
"8612",23.615
"8613",27.795
"8614",25.864
"8615",26.214
"8616",24.426
"8617",26.331
"8618",34.052
"8619",29.851
"8620",30.738
"8621",27.926
"8622",30.547
"8623",25.228
"8624",27.971
"8625",27.645
"8626",25.976
"8627",30.635
"8628",28.445
"8629",29.831
"8630",28.023
"8631",26.261
"8632",27.111
"8633",29.462
"8634",24.373
"8635",27.697
"8636",28.243
"8637",28.515
"8638",22.127
"8639",25.68
"8640",25.137
"8641",28.415
"8642",29.525
"8643",29.45
"8644",26.344
"8645",30.846
"8646",28.52
"8647",30.444
"8648",29.602
"8649",28.187
"8650",26.517
"8651",25.955
"8652",28.799
"8653",28.188
"8654",30.741
"8655",27.211
"8656",29.248
"8657",27.275
"8658",25.691
"8659",28.188
"8660",30.121
"8661",31.563
"8662",25.006
"8663",28.211
"8664",28.644
"8665",27.876
"8666",27.718
"8667",31.915
"8668",24.431
"8669",27.067
"8670",28.897
"8671",31.444
"8672",28.081
"8673",20.621
"8674",28.103
"8675",25.028
"8676",28.183
"8677",27.177
"8678",31.62
"8679",23.313
"8680",32.678
"8681",26.228
"8682",30.024
"8683",28.665
"8684",29.342
"8685",29.586
"8686",31.081
"8687",27.711
"8688",22.611
"8689",27.425
"8690",27.804
"8691",31.011
"8692",28.225
"8693",24.489
"8694",28.93
"8695",28.12
"8696",27.632
"8697",29.926
"8698",30.666
"8699",28.476
"8700",29.209
"8701",25.913
"8702",27.04
"8703",24.83
"8704",27.68
"8705",25.683
"8706",28.571
"8707",29.25
"8708",25.756
"8709",24.434
"8710",28.472
"8711",25.26
"8712",31.526
"8713",29.521
"8714",26.396
"8715",27.202
"8716",28.806
"8717",28.838
"8718",25.654
"8719",27.347
"8720",30.911
"8721",26.094
"8722",28.161
"8723",27.414
"8724",24.892
"8725",23.661
"8726",29.348
"8727",28.09
"8728",24.532
"8729",29.08
"8730",25.481
"8731",28.036
"8732",28.249
"8733",25.687
"8734",27.805
"8735",27.034
"8736",24.769
"8737",30.774
"8738",32.141
"8739",31.297
"8740",27.343
"8741",27.868
"8742",27.359
"8743",29.391
"8744",31.789
"8745",23.048
"8746",29.596
"8747",26.92
"8748",30.473
"8749",29.134
"8750",29.531
"8751",24.175
"8752",29.417
"8753",26.766
"8754",27.226
"8755",26.471
"8756",26.818
"8757",28.74
"8758",31.041
"8759",30.23
"8760",30.411
"8761",26.904
"8762",28.272
"8763",27.748
"8764",29.349
"8765",24.363
"8766",31.44
"8767",25.981
"8768",27.543
"8769",27.323
"8770",22.688
"8771",29.261
"8772",32.057
"8773",28.37
"8774",26.967
"8775",28.465
"8776",31.465
"8777",31.497
"8778",25.421
"8779",26.316
"8780",27.384
"8781",29.15
"8782",28.371
"8783",27.203
"8784",30.311
"8785",27.446
"8786",29.182
"8787",26.814
"8788",27.67
"8789",26.116
"8790",23.694
"8791",27.46
"8792",29.491
"8793",29.151
"8794",26.97
"8795",28.949
"8796",27.173
"8797",27.022
"8798",29.624
"8799",28.945
"8800",30.34
"8801",29.425
"8802",30.554
"8803",30.267
"8804",31.551
"8805",29.695
"8806",27.225
"8807",27.844
"8808",26.478
"8809",31.776
"8810",28.149
"8811",24.064
"8812",19.983
"8813",31.213
"8814",24.441
"8815",28.075
"8816",26.616
"8817",24.783
"8818",28.881
"8819",23.757
"8820",24.285
"8821",25.544
"8822",27.392
"8823",27.63
"8824",25.387
"8825",24.3
"8826",26.67
"8827",29.887
"8828",27.365
"8829",28.467
"8830",25.592
"8831",28.1
"8832",25.958
"8833",28.455
"8834",27.078
"8835",25.957
"8836",25.761
"8837",31.411
"8838",26.151
"8839",29.603
"8840",26.75
"8841",28.276
"8842",26.752
"8843",24.991
"8844",25.79
"8845",28.475
"8846",29.873
"8847",24.641
"8848",27.226
"8849",32.804
"8850",31.41
"8851",26.256
"8852",24.043
"8853",24.28
"8854",26.913
"8855",29.998
"8856",29.496
"8857",26.293
"8858",30.323
"8859",31.883
"8860",27.687
"8861",27.554
"8862",29.079
"8863",28.988
"8864",30.721
"8865",27.562
"8866",29.557
"8867",27.498
"8868",29.371
